rank,pp,accuracy,play_count,level,total_score,best_pp_avg,best_pp_median,best_accuracy_avg,best_combo_avg,best_count,pass_plays_count,pass_rate,ss_count,s_count,a_count,b_count,c_count,grade_diversity,peak_pp,peak_to_avg_ratio,pp_std,pp_range,consistency_score,accuracy_std,min_accuracy,max_accuracy,max_combo,avg_combo,ranked_score,ranked_score_ratio,pp_gain_week,pp_gain_month,pp_gain_quarter,plays_week,plays_month,recent_count,recent_pass_count,fail_rate,avg_recent_pp,improvement_trend,activity_range_days,plays_per_day,avg_days_between_plays,total_hits,hits_per_play,pp_per_play,pp_per_level,avg_score_per_play,overall_consistency,nlp_genre_anime,nlp_genre_electronic,nlp_genre_rock,nlp_genre_pop,nlp_genre_classical,nlp_genre_game,nlp_genre_anime_ratio,nlp_genre_electronic_ratio,nlp_genre_rock_ratio,nlp_genre_pop_ratio,nlp_genre_classical_ratio,nlp_genre_game_ratio,nlp_diff_easy,nlp_diff_medium,nlp_diff_hard,nlp_diff_expert,nlp_diff_easy_ratio,nlp_diff_medium_ratio,nlp_diff_hard_ratio,nlp_diff_expert_ratio,nlp_avg_diff_number,nlp_max_diff_number,nlp_mod_hd,nlp_mod_hr,nlp_mod_dt,nlp_mod_nc,nlp_mod_fl,nlp_mod_ez,nlp_mod_ht,nlp_mod_nf,nlp_mod_so,nlp_mod_sd,nlp_mod_pf,nlp_mod_hdhr,nlp_mod_hddt,nlp_mod_hrdt,nlp_mod_diversity,nlp_mod_total,nlp_avg_mods_per_play,nlp_nomod_ratio,nlp_unique_songs,nlp_unique_artists,nlp_song_diversity,nlp_artist_diversity,nlp_avg_title_length,nlp_japanese_ratio
923.0,13975.0,98.8658,86306.0,103.0,351580391471.0,737.5168,632.4745,0.9892377987290601,895.75,100.0,100.0,1.0,0.0,24.0,21.0,0.0,0.0,0.4,846.93,1.1483535019134479,55.27602730180959,256.808,0.017769555669538962,0.004441086422003675,0.9794892692203205,0.9981429897864438,1597.0,895.75,61318830238.0,0.17440913010376993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27473971.0,318.332109007485,0.1619238523393507,135.67961165048544,4073649.4736287165,0.35943056129894657,3.0,1.0,3.0,0.0,1.0,0.0,0.375,0.125,0.375,0.0,0.125,0.0,0.0,1.0,4.0,1.0,0.0,0.16666666666666666,0.6666666666666666,0.16666666666666666,2.5714285714285716,8.0,12.0,15.0,79.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,11.0,1.0,5.0,112.0,1.12,0.05,87.0,82.0,0.87,0.82,3.18,0.0
905.0,14022.0,99.1835,238736.0,104.0,508821542502.0,730.2439,637.8985,0.9928970357240086,1706.25,100.0,100.0,1.0,0.0,16.0,13.0,0.0,0.0,0.4,787.971,1.0790518072112618,44.73181983582157,182.293,0.02186661286583447,0.004778787247001929,0.9762810066992577,0.9983700081499592,3482.0,1706.25,62811710231.0,0.1234454616880792,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,300.93635714285716,0.0,1.0,14.0,0.0,47116770.0,197.3593006500905,0.058734334159908856,134.82692307692307,2131314.684429663,0.34578028365275754,2.0,0.0,3.0,2.0,0.0,0.0,0.2857142857142857,0.0,0.42857142857142855,0.2857142857142857,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.6666666666666666,0.3333333333333333,3.0,5.0,78.0,6.0,70.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,70.0,0.0,5.0,158.0,1.3859649122807018,0.22807017543859648,102.0,88.0,0.8947368421052632,0.7719298245614035,3.1315789473684212,0.0
788.0,14296.8,98.7297,215291.0,104.0,482621146484.0,730.0886,669.5485,0.9873525028693619,521.4,100.0,100.0,1.0,0.0,4.0,13.0,0.0,0.0,0.4,776.946,1.0641804296081325,33.05402945225286,139.22800000000007,0.02936510057942187,0.015228133250991798,0.9384920634920635,1.0,2664.0,521.4,77298219449.0,0.16016334968356513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48993314.0,227.56786860574758,0.06640686326878503,137.46923076923076,2241715.3828260354,0.35979504513683824,2.0,0.0,3.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.5,0.0,0.0,0.16666666666666666,0.0,1.0,2.0,2.0,0.0,0.2,0.4,0.4,1.5,2.0,81.0,10.0,76.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,80.0,1.0,5.0,175.0,1.75,0.12,69.0,57.0,0.69,0.57,3.79,0.0
922.0,13975.3,98.6701,187518.0,105.0,612156172261.0,739.8281999999999,638.5515,0.9873856870555573,2250.05,100.0,100.0,1.0,0.0,32.0,17.0,0.0,0.0,0.4,801.883,1.0838773109757105,51.79303012886965,218.08500000000004,0.018941894366717817,0.006408383214361074,0.9677212483967508,0.9949874686716792,3869.0,2250.05,124820581025.0,0.20390316504361125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57746113.0,307.9497061615418,0.07452777866658133,133.09809523809523,3264519.524850948,0.3687477072597705,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.6666666666666666,0.3333333333333333,4.0,4.0,13.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,3.0,40.0,0.4,0.73,87.0,73.0,0.87,0.73,3.32,0.0
650.0,14697.1,99.0846,122589.0,105.0,558028456691.0,748.825,694.4005,0.9906955570927449,2241.7,100.0,100.0,1.0,0.0,28.0,12.0,0.0,0.0,0.4,786.05,1.0497112142356357,32.663926381799236,140.716,0.029705388155217116,0.005730512881805563,0.9759733254878886,0.9973226238286479,4194.0,2241.7,110093042866.0,0.19728929868349418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34889043.0,284.60174240755697,0.11988922333977764,139.97238095238095,4552027.15326008,0.3710689448671351,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.75,0.0,0.0,0.25,0.0,0.0,1.0,2.0,0.0,0.0,0.3333333333333333,0.6666666666666666,2.0,3.0,40.0,19.0,35.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,36.0,0.0,4.0,96.0,0.96,0.44,76.0,64.0,0.76,0.64,3.65,0.0
867.0,14098.5,93.4894,183231.0,101.0,129174223916.0,762.5284,631.865,0.9353873949600849,673.7,100.0,100.0,1.0,0.0,8.0,18.0,22.0,2.0,0.8,795.59,1.0433578605072282,67.2464986677195,223.99900000000002,0.014652766361961346,0.0236548232892473,0.8844138834315651,0.970456005138086,1446.0,673.7,16014721106.0,0.12397768394114081,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,135.63891666666666,0.0,1.0,12.0,0.0,32239810.0,175.95172214308715,0.07694385775332777,139.5891089108911,704980.1830257981,0.3430544117271268,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.2,0.2,0.2,0.0,0.4,0.0,1.0,3.0,2.0,0.0,0.16666666666666666,0.5,0.3333333333333333,4.0,4.0,2.0,1.0,91.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,108.0,0.9642857142857143,0.0625,83.0,79.0,0.7410714285714286,0.7053571428571429,2.8482142857142856,0.0
742.0,14409.6,96.7259,139634.0,101.0,155542020960.0,759.6825,653.2215,0.9643216582658839,634.9,100.0,100.0,1.0,0.0,4.0,34.0,1.0,0.0,0.6,867.968,1.142540469209176,50.73718309714879,242.53599999999994,0.01932845856957971,0.018979575461308885,0.9207920792079208,0.9915151515151515,1507.0,634.9,22708600162.0,0.1459965610697566,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,404.154,0.0,0.0,0.0,0.0,21124333.0,151.28359138891673,0.10319549679877393,142.66930693069307,1113926.5577151696,0.3515303517487588,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.8,0.2,1.6666666666666667,2.0,72.0,2.0,98.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,72.0,0.0,4.0,175.0,1.7326732673267327,0.0,79.0,70.0,0.7821782178217822,0.693069306930693,4.03960396039604,0.0
899.0,14033.8,96.1746,190725.0,101.0,176070619870.0,717.6725000000001,658.593,0.9615033214323416,1146.45,100.0,100.0,1.0,0.0,24.0,21.0,2.0,0.0,0.6,753.751,1.0502715375049203,31.51113207053025,126.99000000000001,0.030758695139578084,0.021834927310868415,0.9242424242424242,0.9896065330363771,2923.0,1146.45,18369998632.0,0.10433312863647158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38390134.0,201.28527461004063,0.07358133438196356,138.94851485148513,923164.8702057936,0.34360341664677274,3.0,0.0,1.0,0.0,0.0,1.0,0.6,0.0,0.2,0.0,0.0,0.2,0.0,0.0,2.0,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,2.0,3.0,10.0,8.0,84.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,2.0,4.0,105.0,1.05,0.1,90.0,84.0,0.9,0.84,3.49,0.0
859.0,14115.5,98.818,151078.0,108.0,924310665109.0,733.2095,658.0625,0.9892471078442255,2110.65,100.0,100.0,1.0,0.0,15.0,35.0,0.0,0.0,0.4,789.439,1.0766895409838524,44.76090288214034,176.087,0.02185271568123456,0.004251381396482926,0.9797876684360963,0.9951119520655944,4196.0,2110.65,96571296609.0,0.10447926249732471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64157853.0,424.6670792570725,0.09343186963025722,130.69907407407408,6118102.33858669,0.3400848650216912,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.25,0.5,0.0,0.0,0.25,0.0,0.0,2.0,2.0,0.0,0.0,0.5,0.5,5.0,5.0,21.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,3.0,47.0,0.47,0.65,76.0,55.0,0.76,0.55,3.5,0.0
742.0,14408.8,98.7001,121679.0,104.0,431841349868.0,783.7796,639.263,0.9863129835330737,1949.05,100.0,100.0,1.0,0.0,14.0,35.0,0.0,0.0,0.4,869.4,1.1092404038073969,75.2746626893804,300.79599999999994,0.013110513566902057,0.006038713680676845,0.9758693640089912,0.9957472660996355,8682.0,1949.05,60363902567.0,0.1397825904940583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37764744.0,310.36369463917356,0.1184164892873873,138.54615384615383,3549021.194026907,0.34717898257497826,2.0,0.0,1.0,0.0,0.0,1.0,0.5,0.0,0.25,0.0,0.0,0.25,0.0,0.0,2.0,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,5.666666666666667,10.0,10.0,35.0,19.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,7.0,0.0,6.0,70.0,0.7,0.39,89.0,74.0,0.89,0.74,3.09,0.0
1447.0,13120.4,98.4173,61890.0,100.0,113494648599.0,680.5124,602.1189999999999,0.9837034275679472,334.9,100.0,100.0,1.0,0.0,0.0,22.0,0.0,0.0,0.2,748.099,1.0993172203768808,41.04225861518345,182.07900000000006,0.023785591757880788,0.013188329809233595,0.9440993788819876,1.0,527.0,334.9,14302392223.0,0.12601820790276466,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,252.20642857142857,0.0,1.0,7.0,0.0,19621387.0,317.0364679269672,0.21199547584423978,131.204,1833812.386476006,0.3473196990739817,2.0,1.0,2.0,1.0,0.0,1.0,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,2.0,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,1.5,2.0,106.0,2.0,100.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,103.0,0.0,5.0,215.0,2.0093457943925235,0.0,66.0,61.0,0.616822429906542,0.5700934579439252,4.822429906542056,0.0
1098.0,13622.0,97.5137,124372.0,101.0,168361118257.0,706.5168,624.1245,0.9734086625755471,1017.5,100.0,100.0,1.0,0.0,27.0,23.0,0.0,0.0,0.4,744.839,1.0542410314942263,47.62513358689926,179.60800000000006,0.0205654961998793,0.01651787232876114,0.9265262020529443,0.9943639291465378,1722.0,1017.5,28256086860.0,0.16783023985898946,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,167.67833333333334,0.0,1.0,6.0,0.0,27330764.0,219.75013668671406,0.10952625992988775,134.87128712871288,1353689.8840333838,0.35857527043764853,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.25,0.5,0.0,0.0,0.25,0.0,1.0,4.0,2.0,0.0,0.14285714285714285,0.5714285714285714,0.2857142857142857,10.0,10.0,0.0,5.0,97.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,105.0,0.9905660377358491,0.018867924528301886,96.0,85.0,0.9056603773584906,0.8018867924528302,3.0943396226415096,0.0
1952.0,12487.4,98.4928,150064.0,103.0,379213317625.0,641.6714,576.652,0.9836288889607625,1471.6,100.0,100.0,1.0,0.0,7.0,24.0,0.0,0.0,0.4,714.239,1.1130915294027444,37.41839253498739,174.524,0.026029199402065203,0.009547831782260272,0.9623507805325987,0.9945329584504842,4312.0,1471.6,55875691391.0,0.14734633198260952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33305390.0,221.94123840494723,0.08321382876639301,121.2368932038835,2527010.5929803285,0.35461557935560895,3.0,1.0,1.0,1.0,0.0,0.0,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.2,0.4,0.4,1.5,2.0,58.0,35.0,48.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,47.0,0.0,5.0,145.0,1.45,0.16,90.0,80.0,0.9,0.8,2.98,0.0
1466.0,13093.0,99.0845,123492.0,106.0,649962168742.0,683.8362,598.6835000000001,0.9924551559164625,2593.5,100.0,100.0,1.0,0.0,23.0,19.0,0.0,0.0,0.4,714.221,1.0444328627235586,43.94525614243704,157.265,0.02224928915369571,0.003896730579600834,0.9851485148514851,0.9983416252072969,4196.0,2593.5,74043864306.0,0.11392026777391012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51331605.0,415.6674521426489,0.1060230622226541,123.51886792452831,5263192.504307971,0.34307579599365134,2.0,0.0,2.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.16666666666666666,0.5,0.3333333333333333,5.0,5.0,23.0,39.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,0.0,3.0,75.0,0.75,0.41,89.0,70.0,0.89,0.7,3.22,0.0
1664.0,12839.3,98.8947,240404.0,103.0,405133199194.0,659.3985999999999,598.31,0.9902092673426006,1046.0,100.0,100.0,1.0,0.0,36.0,11.0,0.0,0.0,0.4,693.41,1.0515794240388137,34.374936613463014,136.08799999999997,0.02826860188971814,0.006196056763425129,0.9775132275132276,1.0,1793.0,1046.0,45685331232.0,0.11276619966689859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44639657.0,185.6859994010083,0.05340718124490441,124.65339805825242,1685218.212650372,0.3451373006559568,1.0,0.0,2.0,1.0,0.0,1.0,0.2,0.0,0.4,0.2,0.0,0.2,0.0,1.0,4.0,2.0,0.0,0.14285714285714285,0.5714285714285714,0.2857142857142857,3.0,3.0,2.0,8.0,83.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,94.0,0.94,0.08,95.0,85.0,0.95,0.85,3.1,0.0
2000.0,12433.3,96.0233,96878.0,101.0,143902422562.0,646.768,576.568,0.955823343748315,455.65,100.0,100.0,1.0,0.0,1.0,31.0,5.0,0.0,0.6,743.094,1.1489343937857162,44.122329384423935,221.2120000000001,0.022161976423699357,0.026680432947523106,0.885632183908046,0.9978835978835979,1486.0,455.65,12563553009.0,0.08730605632151206,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,327.9588,0.0,1.0,5.0,0.0,16057236.0,165.746980738661,0.12833976754268253,123.10198019801979,1485398.3624971614,0.33505660746593335,3.0,0.0,2.0,1.0,0.0,0.0,0.5,0.0,0.3333333333333333,0.16666666666666666,0.0,0.0,1.0,0.0,4.0,1.0,0.16666666666666666,0.0,0.6666666666666666,0.16666666666666666,3.5,4.0,90.0,7.0,93.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,87.0,3.0,4.0,199.0,1.8952380952380952,0.01904761904761905,76.0,73.0,0.7238095238095238,0.6952380952380952,3.933333333333333,0.0
1611.0,12903.5,98.9613,128973.0,107.0,740132149479.0,679.3571000000001,583.38,0.991427393713956,1715.45,100.0,100.0,1.0,0.0,16.0,32.0,0.0,0.0,0.4,717.421,1.0560292959328754,53.58186575476447,190.2940000000001,0.01832110328534729,0.0033582942549191023,0.978494623655914,0.9952451221511723,3517.0,1715.45,127979487248.0,0.17291437392374914,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,150.983,0.0,1.0,2.0,0.0,59209361.0,459.08338179308845,0.10004807207710141,120.59345794392523,5738659.637900956,0.3592027534912636,3.0,1.0,2.0,0.0,0.0,1.0,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.0,0.0,0.14285714285714285,0.0,1.0,3.0,1.0,0.0,0.2,0.6,0.2,4.0,4.0,7.0,17.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,34.0,0.3333333333333333,0.7156862745098039,93.0,67.0,0.9117647058823529,0.6568627450980392,3.284313725490196,0.0
1778.0,12694.6,98.5514,106728.0,101.0,163142824051.0,657.2594000000001,584.4335,0.9858116998392482,794.1,100.0,100.0,1.0,0.0,4.0,19.0,1.0,0.0,0.6,733.55,1.1160738058672113,37.776448358568594,179.35399999999993,0.025788849735616022,0.010795746332366964,0.9455275229357798,0.9973226238286479,1740.0,794.1,20331845693.0,0.12462604966703329,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,69.03004428571428,0.0,1.0,7.0,0.0,19694024.0,184.5253729105764,0.11894348249756391,125.6891089108911,1528585.0390806536,0.3477033547943564,3.0,0.0,2.0,1.0,0.0,0.0,0.5,0.0,0.3333333333333333,0.16666666666666666,0.0,0.0,1.0,1.0,4.0,2.0,0.125,0.125,0.5,0.25,2.3333333333333335,4.0,99.0,6.0,87.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,90.0,0.0,6.0,202.0,1.8878504672897196,0.037383177570093455,80.0,76.0,0.7476635514018691,0.7102803738317757,3.532710280373832,0.0
1397.0,13175.2,99.335,164782.0,104.0,435347728546.0,677.0489,616.212,0.9931836801948339,2008.1,100.0,100.0,1.0,0.0,4.0,18.0,0.0,0.0,0.4,700.857,1.0351645206129128,35.067673442764914,128.74699999999996,0.027725658589730785,0.003811108959714398,0.9845352160026896,0.9977186311787072,3569.0,2008.1,77380165111.0,0.17774335327173713,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,152.7905,0.0,1.0,4.0,0.0,37486560.0,227.49183770071974,0.07995533492735858,126.6846153846154,2641961.6738842833,0.3644132694174134,3.0,0.0,2.0,0.0,0.0,0.0,0.6,0.0,0.4,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.6666666666666666,0.3333333333333333,3.25,7.0,70.0,56.0,11.0,15.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,44.0,25.0,0.0,5.0,154.0,1.4807692307692308,0.20192307692307693,84.0,63.0,0.8076923076923077,0.6057692307692307,3.2403846153846154,0.0
1433.0,13128.6,98.7432,146037.0,104.0,480631098449.0,667.8691000000001,615.2205,0.9878864954198869,2530.5,100.0,100.0,1.0,0.0,16.0,17.0,0.0,0.0,0.4,708.802,1.0612888064442567,26.950643683749004,117.21600000000001,0.03577735136673856,0.007106972753774667,0.9722222222222222,0.9962277658461369,4142.0,2530.5,87376370844.0,0.18179508385113693,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,72.07892500000001,0.0,1.0,12.0,0.0,42634115.0,291.9405013797873,0.089899135150681,126.23653846153846,3291159.7639570795,0.36884946570203647,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.4,0.2,0.2,0.2,0.0,0.0,2.0,2.0,0.0,0.0,0.5,0.5,4.666666666666667,5.0,70.0,16.0,7.0,3.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,13.0,8.0,0.0,6.0,103.0,0.9196428571428571,0.3392857142857143,98.0,76.0,0.875,0.6785714285714286,3.4017857142857144,0.0
2934.0,11670.8,98.7295,105817.0,101.0,206995995068.0,595.3004000000001,540.1514999999999,0.9885280791544409,415.55,100.0,100.0,1.0,0.0,9.0,15.0,0.0,0.0,0.4,618.455,1.0388956567138203,28.31573903513027,102.4430000000001,0.03411136928192936,0.005396500247277434,0.9785809906291834,0.9970104633781763,2424.0,415.55,27792504643.0,0.1342659051633821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22307352.0,210.81066369297938,0.11029229707891926,115.55247524752474,1956169.5669693905,0.35392431926178636,3.0,1.0,2.0,0.0,0.0,1.0,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.0,0.0,0.14285714285714285,0.0,1.0,4.0,2.0,0.0,0.14285714285714285,0.5714285714285714,0.2857142857142857,1.5,2.0,63.0,5.0,67.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,61.0,0.0,4.0,140.0,1.4,0.22,82.0,73.0,0.82,0.73,3.96,0.0
2812.0,11764.1,96.1566,214556.0,103.0,333992440554.0,618.5837,533.716,0.9601795884197066,258.5,100.0,100.0,1.0,0.0,2.0,35.0,4.0,0.0,0.6,703.615,1.1374612683780707,44.3601850541857,207.06100000000004,0.02204576543956853,0.024953985763309122,0.911487758945386,1.0,492.0,258.5,28637293457.0,0.08574234018440281,0.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,227.75986999999998,0.0,1.0,30.0,0.0,51531701.0,240.17832640429538,0.05482997445888253,114.21456310679612,1556667.9121255057,0.33454100823114824,3.0,2.0,3.0,0.0,0.0,0.0,0.375,0.25,0.375,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.5,0.5,3.5454545454545454,10.0,99.0,9.0,93.0,22.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,97.0,2.0,5.0,228.0,1.7538461538461538,0.08461538461538462,72.0,64.0,0.5538461538461539,0.49230769230769234,4.953846153846154,0.0
2332.0,12146.1,99.2029,253862.0,105.0,531690292379.0,631.6741000000001,552.884,0.9933368434429788,2009.8,100.0,100.0,1.0,0.0,10.0,9.0,0.0,0.0,0.4,738.302,1.1688020768937653,43.24013307930031,218.83100000000002,0.02260391030486963,0.0033811397156033587,0.9862258953168044,0.9988706945228685,6979.0,2009.8,66225776758.0,0.1245570545621188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50540824.0,199.0877878532431,0.047845286021539264,115.67714285714285,2094406.7736762492,0.3464086804905835,1.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,3.0,2.0,0.0,0.0,0.6,0.4,6.0,6.0,78.0,47.0,38.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,35.0,0.0,4.0,164.0,1.64,0.13,96.0,83.0,0.96,0.83,3.26,0.0
3950.0,11050.6,98.7383,80521.0,101.0,148920691471.0,575.1543,494.702,0.9871087545380279,1230.1,100.0,100.0,1.0,0.0,1.0,27.0,0.0,0.0,0.4,649.91,1.1299750345255177,38.40353598359922,177.219,0.02537843305271451,0.010525711194843052,0.9593908629441624,0.998313878080415,3767.0,1230.1,20810973503.0,0.1397453456429365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19873730.0,246.81424721501224,0.13723873275294643,109.41188118811881,1849464.0090287006,0.3520749769139667,3.0,1.0,2.0,0.0,0.0,1.0,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.0,0.0,0.14285714285714285,0.0,1.0,4.0,1.0,0.0,0.16666666666666666,0.6666666666666666,0.16666666666666666,3.0,3.0,77.0,18.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,65.0,0.0,3.0,160.0,1.6,0.17,98.0,90.0,0.98,0.9,3.26,0.0
3977.0,11039.6,98.5522,162907.0,101.0,175336996794.0,575.6152,501.65049999999997,0.9870205996345616,481.45,100.0,100.0,1.0,0.0,1.0,9.0,1.0,0.0,0.6,744.299,1.2930495928530032,46.493100801392025,280.938,0.02105568983970594,0.01300233648219803,0.9478458049886621,1.0,1229.0,481.45,19795363850.0,0.11289895579343807,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,141.14616666666666,0.0,1.0,6.0,0.0,33150495.0,203.49337351986102,0.06776627155370855,109.3029702970297,1076301.182846655,0.34229196267391376,3.0,1.0,1.0,1.0,0.0,1.0,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,1.0,0.0,4.0,1.0,0.16666666666666666,0.0,0.6666666666666666,0.16666666666666666,1.5,2.0,104.0,6.0,91.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,93.0,0.0,4.0,203.0,1.9150943396226414,0.009433962264150943,82.0,73.0,0.7735849056603774,0.6886792452830188,3.660377358490566,0.0
3504.0,11286.5,98.3987,196061.0,102.0,301976277550.0,573.3727,518.518,0.983770911735321,1128.85,100.0,100.0,1.0,0.0,22.0,13.0,0.0,0.0,0.4,588.707,1.0267440357728925,28.190162593954653,94.918,0.0342581168152555,0.010267075368315687,0.95242656449553,0.9954128440366973,1983.0,1128.85,33587859214.0,0.11122681386268383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44103060.0,224.94560366416573,0.057566267641193304,110.65196078431373,1540215.9407021285,0.3470712908849073,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,4.0,2.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,42.0,11.0,78.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,37.0,0.0,4.0,138.0,1.38,0.04,93.0,81.0,0.93,0.81,2.94,0.0
